'Elapsed time','ECG 1','ECG 2','ECG 3','ECG 4'
'0:00.348',0.540,0.200,-0.250,-0.550
'0:00.350',0.510,0.210,-0.230,-0.500
'0:00.352',0.500,0.190,-0.220,-0.470
'0:00.354',0.490,0.180,-0.200,-0.460
'0:00.356',0.480,0.170,-0.190,-0.470
'0:00.358',0.470,0.140,-0.190,-0.470
'0:00.360',0.450,0.110,-0.190,-0.450
'0:00.362',0.410,0.080,-0.180,-0.420
'0:00.364',0.360,0.080,-0.180,-0.370
'0:00.366',0.320,0.050,-0.180,-0.330
'0:00.368',0.280,0.020,-0.170,-0.310
'0:00.370',0.240,-0.010,-0.150,-0.270
'0:00.372',0.190,-0.040,-0.130,-0.240
'0:00.374',0.140,-0.080,-0.120,-0.220
'0:00.376',0.090,-0.100,-0.100,-0.190
'0:00.378',0.060,-0.110,-0.070,-0.130
'0:00.380',0.020,-0.140,-0.050,-0.080
'0:00.382',-0.010,-0.170,-0.030,-0.050
'0:00.384',-0.060,-0.180,-0.010,-0.020
'0:00.386',-0.090,-0.200,0.000,0.000
'0:00.388',-0.120,-0.220,0.020,0.030
'0:00.390',-0.170,-0.230,0.030,0.060
'0:00.392',-0.220,-0.210,0.040,0.100
'0:00.394',-0.260,-0.220,0.050,0.120
'0:00.396',-0.280,-0.250,0.050,0.150
'0:00.398',-0.320,-0.260,0.050,0.170
'0:00.400',-0.360,-0.270,0.060,0.210
'0:00.402',-0.400,-0.290,0.080,0.250
'0:00.404',-0.420,-0.290,0.100,0.290
'0:00.406',-0.430,-0.280,0.100,0.300
'0:00.408',-0.430,-0.290,0.090,0.290
'0:00.410',-0.430,-0.300,0.090,0.290
'0:00.412',-0.430,-0.300,0.100,0.290
'0:00.414',-0.430,-0.290,0.110,0.290
'0:00.416',-0.450,-0.290,0.120,0.300
'0:00.418',-0.450,-0.280,0.120,0.300
'0:00.420',-0.450,-0.260,0.120,0.300
'0:00.422',-0.450,-0.260,0.120,0.280
'0:00.424',-0.440,-0.260,0.110,0.260
'0:00.426',-0.420,-0.270,0.110,0.260
'0:00.428',-0.420,-0.260,0.110,0.260
'0:00.430',-0.420,-0.250,0.110,0.260
'0:00.432',-0.410,-0.230,0.110,0.260
'0:00.434',-0.420,-0.200,0.120,0.290
'0:00.436',-0.400,-0.190,0.110,0.290
'0:00.438',-0.370,-0.180,0.100,0.260
'0:00.440',-0.360,-0.180,0.090,0.230
'0:00.442',-0.360,-0.180,0.080,0.200
'0:00.444',-0.340,-0.180,0.080,0.190
'0:00.446',-0.330,-0.180,0.070,0.200
'0:00.448',-0.340,-0.150,0.070,0.210
'0:00.450',-0.350,-0.150,0.070,0.210
'0:00.452',-0.330,-0.160,0.070,0.200
'0:00.454',-0.310,-0.160,0.070,0.190
'0:00.456',-0.290,-0.170,0.070,0.180
'0:00.458',-0.280,-0.170,0.080,0.160
'0:00.460',-0.260,-0.170,0.080,0.150
'0:00.462',-0.240,-0.150,0.060,0.160
'0:00.464',-0.240,-0.160,0.040,0.150
'0:00.466',-0.240,-0.140,0.050,0.150
'0:00.468',-0.230,-0.140,0.050,0.140
'0:00.470',-0.210,-0.150,0.040,0.130
'0:00.472',-0.200,-0.150,0.030,0.120
'0:00.474',-0.190,-0.140,0.030,0.100
'0:00.476',-0.200,-0.120,0.050,0.100
'0:00.478',-0.190,-0.100,0.060,0.100
'0:00.480',-0.160,-0.100,0.050,0.080
'0:00.482',-0.150,-0.100,0.040,0.080
'0:00.484',-0.150,-0.100,0.040,0.070
'0:00.486',-0.130,-0.100,0.030,0.050
'0:00.488',-0.120,-0.110,0.020,0.050
'0:00.490',-0.130,-0.090,0.030,0.060
'0:00.492',-0.120,-0.090,0.020,0.040
'0:00.494',-0.120,-0.110,0.010,0.020
'0:00.496',-0.120,-0.120,0.010,0.000
'0:00.498',-0.120,-0.120,0.000,0.000
'0:00.500',-0.120,-0.120,0.010,0.010
'0:00.502',-0.120,-0.120,0.010,0.020
'0:00.504',-0.120,-0.110,0.010,0.040
'0:00.506',-0.120,-0.100,0.010,0.030
'0:00.508',-0.120,-0.080,0.000,0.010
'0:00.510',-0.110,-0.070,-0.010,0.010
'0:00.512',-0.100,-0.070,-0.020,0.000
'0:00.514',-0.100,-0.080,-0.020,0.020
'0:00.516',-0.120,-0.070,-0.010,0.040
'0:00.518',-0.140,-0.050,0.000,0.080
'0:00.520',-0.160,-0.040,0.020,0.100
'0:00.522',-0.160,-0.040,0.010,0.090
'0:00.524',-0.160,-0.050,0.000,0.060
'0:00.526',-0.150,-0.050,-0.010,0.040
'0:00.528',-0.140,-0.060,-0.030,0.040
'0:00.530',-0.150,-0.070,-0.040,0.050
'0:00.532',-0.160,-0.060,-0.030,0.090
'0:00.534',-0.170,-0.060,-0.020,0.110
'0:00.536',-0.180,-0.060,-0.020,0.110
'0:00.538',-0.200,-0.060,-0.030,0.110
'0:00.540',-0.210,-0.040,-0.040,0.090
'0:00.542',-0.200,-0.040,-0.050,0.070
'0:00.544',-0.190,-0.040,-0.060,0.070
'0:00.546',-0.200,-0.020,-0.050,0.080
'0:00.548',-0.210,-0.020,-0.030,0.090
'0:00.550',-0.230,-0.020,-0.030,0.100
'0:00.552',-0.230,-0.020,-0.040,0.100
'0:00.554',-0.230,-0.020,-0.030,0.120
'0:00.556',-0.240,-0.020,-0.010,0.130
'0:00.558',-0.240,-0.020,0.000,0.130
'0:00.560',-0.250,-0.010,0.010,0.150
'0:00.562',-0.250,-0.010,0.020,0.180
'0:00.564',-0.240,-0.030,0.030,0.190
'0:00.566',-0.240,-0.030,0.040,0.180
'0:00.568',-0.250,-0.030,0.040,0.180
'0:00.570',-0.250,-0.030,0.030,0.190
'0:00.572',-0.250,-0.020,0.030,0.180
'0:00.574',-0.260,0.000,0.050,0.190
'0:00.576',-0.260,0.000,0.050,0.190
'0:00.578',-0.240,-0.010,0.050,0.180
'0:00.580',-0.220,-0.020,0.060,0.170
'0:00.582',-0.210,-0.020,0.060,0.160
'0:00.584',-0.210,-0.010,0.060,0.150
'0:00.586',-0.200,0.000,0.060,0.150
'0:00.588',-0.190,0.010,0.050,0.150
'0:00.590',-0.180,0.020,0.060,0.130
'0:00.592',-0.150,0.010,0.060,0.090
'0:00.594',-0.130,0.010,0.060,0.070
'0:00.596',-0.100,0.020,0.060,0.070
'0:00.598',-0.080,0.030,0.060,0.070
'0:00.600',-0.090,0.040,0.060,0.080
'0:00.602',-0.090,0.070,0.060,0.090
'0:00.604',-0.070,0.080,0.050,0.090
'0:00.606',-0.040,0.060,0.040,0.060
'0:00.608',-0.030,0.040,0.040,0.020
'0:00.610',-0.010,0.030,0.040,0.000
'0:00.612',0.000,0.030,0.030,0.000
'0:00.614',0.000,0.040,0.030,0.000
'0:00.616',-0.010,0.050,0.050,0.020
'0:00.618',-0.030,0.060,0.060,0.040
'0:00.620',-0.010,0.050,0.050,0.040
'0:00.622',0.000,0.050,0.040,0.020
'0:00.624',0.000,0.030,0.030,0.000
'0:00.626',0.020,0.000,0.020,-0.010
'0:00.628',0.030,0.000,0.020,-0.010
'0:00.630',0.010,0.010,0.030,0.010
'0:00.632',0.000,0.030,0.040,0.020
'0:00.634',0.010,0.040,0.020,0.010
'0:00.636',0.030,0.040,0.020,0.010
'0:00.638',0.040,0.040,0.020,0.000
'0:00.640',0.040,0.040,0.020,-0.020
'0:00.642',0.030,0.030,0.020,-0.030
'0:00.644',0.020,0.020,0.030,0.000
'0:00.646',0.000,0.010,0.040,0.010
'0:00.648',0.000,0.000,0.050,0.010
'0:00.650',0.000,0.000,0.040,0.000
'0:00.652',0.000,-0.020,0.040,0.010
'0:00.654',0.000,-0.040,0.020,0.020
'0:00.656',0.000,-0.050,0.000,0.010
'0:00.658',-0.010,-0.030,0.000,0.010
'0:00.660',-0.020,-0.020,0.000,0.010
'0:00.662',-0.020,-0.030,-0.020,0.000
'0:00.664',-0.010,-0.050,-0.030,0.000
'0:00.666',-0.010,-0.060,-0.040,0.010
'0:00.668',-0.020,-0.070,-0.050,0.010
'0:00.670',-0.020,-0.090,-0.050,0.010
'0:00.672',-0.020,-0.090,-0.050,0.010
'0:00.674',-0.030,-0.080,-0.060,0.000
'0:00.676',-0.030,-0.090,-0.070,-0.010
'0:00.678',-0.030,-0.100,-0.050,-0.010
'0:00.680',-0.030,-0.110,-0.040,0.000
'0:00.682',-0.040,-0.110,-0.020,0.000
'0:00.684',-0.040,-0.100,-0.020,0.030
'0:00.686',-0.060,-0.070,0.000,0.070
'0:00.688',-0.060,-0.050,0.010,0.100
'0:00.690',-0.050,-0.050,0.020,0.080
'0:00.692',-0.030,-0.050,0.020,0.060
'0:00.694',-0.010,-0.060,0.010,0.050
'0:00.696',0.000,-0.060,0.010,0.050
'0:00.698',0.010,-0.070,0.020,0.060
'0:00.700',-0.010,-0.060,0.050,0.100
'0:00.702',-0.020,-0.040,0.060,0.120
'0:00.704',-0.020,-0.050,0.040,0.090
'0:00.706',0.000,-0.060,0.030,0.070
'0:00.708',0.000,-0.070,0.030,0.050
'0:00.710',0.010,-0.070,0.020,0.040
'0:00.712',0.000,-0.080,0.020,0.050
'0:00.714',-0.010,-0.070,0.020,0.070
'0:00.716',-0.030,-0.050,0.030,0.090
'0:00.718',-0.030,-0.050,0.030,0.070
'0:00.720',-0.020,-0.070,0.030,0.050
'0:00.722',-0.010,-0.080,0.020,0.030
'0:00.724',0.000,-0.080,0.000,0.010
'0:00.726',0.010,-0.070,0.000,0.000
'0:00.728',0.010,-0.050,0.000,0.000
'0:00.730',0.020,-0.040,0.010,0.000
'0:00.732',0.020,-0.050,0.010,0.000
'0:00.734',0.010,-0.060,0.010,0.000
'0:00.736',0.010,-0.070,0.010,0.000
'0:00.738',0.030,-0.070,0.000,-0.010
'0:00.740',0.040,-0.070,0.000,-0.020
'0:00.742',0.020,-0.060,0.010,0.000
'0:00.744',0.010,-0.040,0.010,0.010
'0:00.746',0.020,-0.030,0.010,0.010
'0:00.748',0.000,-0.030,0.010,0.010
'0:00.750',-0.010,-0.030,0.020,0.010
'0:00.752',-0.010,-0.030,0.020,0.010
'0:00.754',-0.010,-0.020,0.020,0.010
'0:00.756',-0.010,-0.010,0.030,0.010
'0:00.758',-0.010,0.000,0.040,0.010
'0:00.760',0.000,0.000,0.050,0.000
'0:00.762',0.010,0.000,0.040,0.000
'0:00.764',0.020,-0.010,0.030,0.010
'0:00.766',0.010,-0.020,0.030,0.010
'0:00.768',0.000,-0.030,0.020,0.010
'0:00.770',0.000,-0.010,0.010,0.020
'0:00.772',0.000,0.000,0.010,0.010
'0:00.774',0.020,-0.020,-0.020,-0.030
'0:00.776',0.050,-0.050,-0.070,-0.090
'0:00.778',0.060,-0.090,-0.130,-0.150
'0:00.780',0.090,-0.140,-0.200,-0.200
'0:00.782',0.090,-0.170,-0.240,-0.220
'0:00.784',0.100,-0.170,-0.240,-0.200
'0:00.786',0.110,-0.130,-0.170,-0.160
'0:00.788',0.140,-0.050,-0.010,-0.080
'0:00.790',0.160,0.060,0.220,0.050
'0:00.792',0.180,0.250,0.520,0.220
'0:00.794',0.260,0.550,0.910,0.400
'0:00.796',0.410,0.940,1.380,0.630
'0:00.798',0.550,1.400,1.900,0.900
'0:00.800',0.680,1.890,2.470,1.220
'0:00.802',0.820,2.410,3.090,1.550
'0:00.804',0.940,2.940,3.730,1.900
'0:00.806',1.040,3.470,4.340,2.250
'0:00.808',1.120,3.940,4.890,2.560
'0:00.810',1.180,4.320,5.290,2.790
'0:00.812',1.210,4.560,5.530,2.960
'0:00.814',1.180,4.670,5.600,3.040
'0:00.816',1.090,4.570,5.450,3.000
'0:00.818',0.910,4.200,5.030,2.870
'0:00.820',0.610,3.590,4.390,2.640
'0:00.822',0.290,2.860,3.630,2.340
'0:00.824',0.030,2.160,2.880,2.010
'0:00.826',-0.140,1.600,2.230,1.700
'0:00.828',-0.240,1.150,1.680,1.410
'0:00.830',-0.290,0.750,1.200,1.110
'0:00.832',-0.320,0.420,0.780,0.840
'0:00.834',-0.340,0.160,0.440,0.630
'0:00.836',-0.350,-0.040,0.170,0.430
'0:00.838',-0.320,-0.220,-0.070,0.240
'0:00.840',-0.290,-0.370,-0.290,0.080
'0:00.842',-0.300,-0.460,-0.450,-0.020
'0:00.844',-0.300,-0.550,-0.590,-0.120
'0:00.846',-0.290,-0.640,-0.700,-0.220
'0:00.848',-0.270,-0.710,-0.790,-0.300
'0:00.850',-0.260,-0.760,-0.860,-0.370
'0:00.852',-0.270,-0.800,-0.900,-0.410
'0:00.854',-0.260,-0.820,-0.930,-0.450
'0:00.856',-0.240,-0.840,-0.960,-0.480
'0:00.858',-0.220,-0.870,-0.980,-0.540
'0:00.860',-0.200,-0.880,-0.990,-0.570
'0:00.862',-0.190,-0.890,-1.000,-0.580
'0:00.864',-0.170,-0.910,-1.020,-0.600
'0:00.866',-0.170,-0.910,-1.020,-0.610
'0:00.868',-0.190,-0.880,-0.990,-0.580
'0:00.870',-0.210,-0.840,-0.960,-0.540
'0:00.872',-0.190,-0.840,-0.950,-0.570
'0:00.874',-0.150,-0.840,-0.960,-0.620
'0:00.876',-0.120,-0.820,-0.950,-0.640
'0:00.878',-0.100,-0.810,-0.930,-0.640
'0:00.880',-0.080,-0.810,-0.920,-0.650
'0:00.882',-0.080,-0.790,-0.920,-0.650
'0:00.884',-0.090,-0.760,-0.900,-0.630
'0:00.886',-0.110,-0.730,-0.880,-0.610
'0:00.888',-0.090,-0.730,-0.870,-0.610
'0:00.890',-0.070,-0.740,-0.870,-0.630
'0:00.892',-0.070,-0.730,-0.850,-0.640
'0:00.894',-0.070,-0.710,-0.830,-0.630
'0:00.896',-0.080,-0.690,-0.810,-0.600
'0:00.898',-0.080,-0.660,-0.800,-0.560
'0:00.900',-0.080,-0.640,-0.790,-0.550
'0:00.902',-0.070,-0.630,-0.780,-0.530
'0:00.904',-0.060,-0.620,-0.760,-0.530
'0:00.906',-0.030,-0.620,-0.740,-0.550
'0:00.908',-0.010,-0.610,-0.740,-0.560
'0:00.910',-0.010,-0.580,-0.730,-0.540
'0:00.912',-0.020,-0.550,-0.710,-0.520
'0:00.914',-0.010,-0.560,-0.710,-0.530
'0:00.916',0.000,-0.560,-0.710,-0.540
'0:00.918',0.000,-0.530,-0.690,-0.520
'0:00.920',0.000,-0.500,-0.670,-0.520
'0:00.922',0.020,-0.510,-0.670,-0.520
'0:00.924',0.040,-0.500,-0.670,-0.520
'0:00.926',0.030,-0.460,-0.660,-0.500
'0:00.928',0.030,-0.430,-0.630,-0.490
'0:00.930',0.040,-0.440,-0.620,-0.500
'0:00.932',0.040,-0.450,-0.620,-0.510
'0:00.934',0.030,-0.450,-0.610,-0.500
'0:00.936',0.020,-0.430,-0.590,-0.490
'0:00.938',0.020,-0.400,-0.570,-0.460
'0:00.940',0.020,-0.380,-0.560,-0.460
'0:00.942',0.040,-0.380,-0.570,-0.480
'0:00.944',0.070,-0.370,-0.570,-0.490
'0:00.946',0.090,-0.370,-0.560,-0.490
'0:00.948',0.110,-0.370,-0.560,-0.510
'0:00.950',0.110,-0.360,-0.560,-0.520
'0:00.952',0.090,-0.320,-0.540,-0.490
'0:00.954',0.100,-0.280,-0.530,-0.470
'0:00.956',0.130,-0.290,-0.530,-0.500
'0:00.958',0.160,-0.290,-0.550,-0.530
'0:00.960',0.170,-0.280,-0.550,-0.530
'0:00.962',0.170,-0.260,-0.540,-0.520
'0:00.964',0.190,-0.250,-0.560,-0.550
'0:00.966',0.180,-0.240,-0.550,-0.540
'0:00.968',0.160,-0.210,-0.540,-0.520
'0:00.970',0.180,-0.200,-0.520,-0.510
'0:00.972',0.220,-0.200,-0.530,-0.540
'0:00.974',0.250,-0.210,-0.550,-0.570
'0:00.976',0.280,-0.200,-0.560,-0.570
'0:00.978',0.290,-0.180,-0.540,-0.570
'0:00.980',0.320,-0.160,-0.520,-0.570
'0:00.982',0.340,-0.130,-0.510,-0.570
'0:00.984',0.350,-0.110,-0.500,-0.580
'0:00.986',0.370,-0.080,-0.490,-0.590
'0:00.988',0.410,-0.070,-0.490,-0.620
'0:00.990',0.440,-0.080,-0.500,-0.650
'0:00.992',0.460,-0.050,-0.500,-0.680
'0:00.994',0.460,-0.020,-0.490,-0.680
'0:00.996',0.470,0.000,-0.470,-0.670
'0:00.998',0.480,0.000,-0.470,-0.680
'0:01.000',0.490,0.010,-0.460,-0.670
'0:01.002',0.490,0.030,-0.450,-0.670
'0:01.004',0.510,0.050,-0.430,-0.680
'0:01.006',0.540,0.040,-0.420,-0.700
'0:01.008',0.550,0.060,-0.410,-0.700
'0:01.010',0.560,0.090,-0.390,-0.680
'0:01.012',0.570,0.090,-0.370,-0.660
'0:01.014',0.570,0.080,-0.360,-0.650
'0:01.016',0.570,0.070,-0.350,-0.630
'0:01.018',0.560,0.080,-0.330,-0.610
'0:01.020',0.550,0.090,-0.310,-0.590
'0:01.022',0.540,0.080,-0.300,-0.590
'0:01.024',0.520,0.080,-0.300,-0.570
'0:01.026',0.500,0.080,-0.280,-0.550
'0:01.028',0.470,0.080,-0.260,-0.510
'0:01.030',0.450,0.060,-0.250,-0.470
'0:01.032',0.430,0.040,-0.250,-0.450
'0:01.034',0.380,0.020,-0.240,-0.420
'0:01.036',0.340,0.020,-0.220,-0.360
'0:01.038',0.310,0.020,-0.200,-0.310
'0:01.040',0.280,0.010,-0.200,-0.290
'0:01.042',0.240,-0.010,-0.190,-0.270
'0:01.044',0.200,-0.030,-0.150,-0.220
'0:01.046',0.150,-0.060,-0.130,-0.180
'0:01.048',0.100,-0.100,-0.130,-0.140
'0:01.050',0.030,-0.120,-0.110,-0.090
'0:01.052',-0.010,-0.110,-0.080,-0.030
'0:01.054',-0.030,-0.130,-0.070,0.010
'0:01.056',-0.060,-0.160,-0.060,0.020
'0:01.058',-0.090,-0.180,-0.040,0.030
'0:01.060',-0.120,-0.180,-0.030,0.070
'0:01.062',-0.160,-0.200,-0.010,0.110
'0:01.064',-0.190,-0.220,-0.010,0.160
'0:01.066',-0.230,-0.210,0.000,0.210
'0:01.068',-0.260,-0.210,0.010,0.250
'0:01.070',-0.280,-0.210,0.020,0.270
'0:01.072',-0.290,-0.230,0.020,0.270
'0:01.074',-0.280,-0.250,0.010,0.280
'0:01.076',-0.290,-0.260,0.000,0.310
'0:01.078',-0.310,-0.250,0.020,0.340
'0:01.080',-0.340,-0.220,0.050,0.390
'0:01.082',-0.360,-0.220,0.060,0.400
'0:01.084',-0.370,-0.220,0.080,0.410
'0:01.086',-0.380,-0.230,0.100,0.420
'0:01.088',-0.390,-0.240,0.100,0.420
'0:01.090',-0.380,-0.240,0.080,0.410
'0:01.092',-0.390,-0.220,0.080,0.410
'0:01.094',-0.410,-0.170,0.100,0.450
'0:01.096',-0.400,-0.160,0.110,0.460
'0:01.098',-0.390,-0.180,0.110,0.440
'0:01.100',-0.390,-0.170,0.110,0.430
'0:01.102',-0.380,-0.170,0.110,0.430
